 0.00462623 , 0.0741804 , 0.00182081 , 1 
 0.011122 , 0.0723474 , 0.0600573 , 1 
 0.00648217 , 0.0741804 , 0.00182081 , 1 
 0.00277028 , 0.0732639 , 0.0600573 , 1 
 0.012978 , 0.0723474 , 0.0600573 , 1 
 0.00833811 , 0.0741804 , 0.00182081 , 1 
 0.00462623 , 0.0732639 , 0.0600573 , 1 
 0.0148339 , 0.0723474 , 0.0600573 , 1 
 0.0101941 , 0.0741804 , 0.00182081 , 1 
 0.00648217 , 0.0732639 , 0.0600573 , 1 
 0.0166899 , 0.0723474 , 0.0600573 , 1 
 0.01205 , 0.0741804 , 0.00182081 , 1 
 0.00833811 , 0.0732639 , 0.0600573 , 1 
 0.0185458 , 0.0723474 , 0.0600573 , 1 
 0.0139059 , 0.0741804 , 0.00182081 , 1 
 0.0101941 , 0.0732639 , 0.0600573 , 1 
 0.0204017 , 0.0723474 , 0.0600573 , 1 
 0.0157619 , 0.0741804 , 0.00182081 , 1 
 0.01205 , 0.0732639 , 0.0600573 , 1 
 0.0222577 , 0.0723474 , 0.0600573 , 1 
 0.0176178 , 0.0741804 , 0.00182081 , 1 
 0.0139059 , 0.0732639 , 0.0600573 , 1 
 0.00184231 , 0.0741804 , 0.0600573 , 1 
 0.0194738 , 0.0741804 , 0.00182081 , 1 
 0.0157619 , 0.0732639 , 0.0600573 , 1 
 0.00369826 , 0.0741804 , 0.0600573 , 1 
 0.0213297 , 0.0741804 , 0.00182081 , 1 
 0.0176178 , 0.0732639 , 0.0600573 , 1 
 0.0055542 , 0.0741804 , 0.0600573 , 1 
 0.0194738 , 0.0732639 , 0.0600573 , 1 
 0.00741014 , 0.0741804 , 0.0600573 , 1 
 0.00277028 , 0.0760135 , 0.00182081 , 1 
 0.0213297 , 0.0732639 , 0.0600573 , 1 
 0.00926608 , 0.0741804 , 0.0600573 , 1 
 0.00462623 , 0.0760135 , 0.00182081 , 1 
 0.011122 , 0.0741804 , 0.0600573 , 1 
 0.00648217 , 0.0760135 , 0.00182081 , 1 
 0.00277028 , 0.075097 , 0.0600573 , 1 
 0.012978 , 0.0741804 , 0.0600573 , 1 
 0.00833811 , 0.0760135 , 0.00182081 , 1 
 0.00462623 , 0.075097 , 0.0600573 , 1 
 0.0148339 , 0.0741804 , 0.0600573 , 1 
 0.0101941 , 0.0760135 , 0.00182081 , 1 
 0.00648217 , 0.075097 , 0.0600573 , 1 
 0.0166899 , 0.0741804 , 0.0600573 , 1 
 0.01205 , 0.0760135 , 0.00182081 , 1 
 0.00833811 , 0.075097 , 0.0600573 , 1 
 0.0185458 , 0.0741804 , 0.0600573 , 1 
 0.0139059 , 0.0760135 , 0.00182081 , 1 
 0.0101941 , 0.075097 , 0.0600573 , 1 
 0.0204017 , 0.0741804 , 0.0600573 , 1 
 0.0157619 , 0.0760135 , 0.00182081 , 1 
 0.01205 , 0.075097 , 0.0600573 , 1 
 0.0222577 , 0.0741804 , 0.0600573 , 1 
 0.0176178 , 0.0760135 , 0.00182081 , 1 
 0.0139059 , 0.075097 , 0.0600573 , 1 
 0.00184231 , 0.0760135 , 0.0600573 , 1 
 0.0194738 , 0.0760135 , 0.00182081 , 1 
 0.0157619 , 0.075097 , 0.0600573 , 1 
 0.00369826 , 0.0760135 , 0.0600573 , 1 
